日期Date,指数代码 Index Code,指数名称 Index Name,指数英文名称Index Name(Eng),成份券代码Constituent Code,成份券名称Constituent Name,成份券英文名称Constituent Name(Eng),交易所Exchange,交易所英文名称Exchange(Eng)
20251231,000510,中证A500,CSI A500,300207,欣旺达,Sunwoda Electronic Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300223,北京君正,Ingenic Semiconductor Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300251,光线传媒,Beijing Enlight Media Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300253,卫宁健康,"Winning Health Technology Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300274,阳光电源,Sungrow Power Supply Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300285,国瓷材料,"Shandong Sinocera Functional Material Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300308,中际旭创,"ZHONGJI INNOLIGHT CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300316,晶盛机电,"Zhejiang Jingsheng Mechanical & Electrical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300339,润和软件,"Jiangsu Hoperun Software Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300346,南大光电,"Jiangsu Nata Opto-electronic Material Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300347,泰格医药,"Hangzhou Tigermed Consulting Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300383,光环新网,"Beijing Sinnet Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300390,天华新能,"Canmax Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300394,天孚通信,"Suzhou TFC Optical Communication Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300395,菲利华,HUBEI FEILIHUA QUARTZ GLASS CO.LTD,深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300408,三环集团,"CHAOZHOU THREE-CIRCLE(GROUP)CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300413,芒果超媒,"Mango Excellent Media Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300418,昆仑万维,"Beijing Kunlun Tech Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300433,蓝思科技,"Lens Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300438,鹏辉能源,"Guangzhou Great Power Energy&Technology Co.,ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300442,润泽科技,Range Intelligent Computing Technology Group Company Limited,深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300450,先导智能,"WUXI LEAD INTELLIGENT EQUIPMENT CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300454,深信服,Sangfor Technologies Inc.,深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300457,赢合科技,"SHENZHEN YINGHE TECHNOLOGY CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300459,汤姆猫,"Zhejiang Jinke Tom Culture Industry Co., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300474,景嘉微,"Changsha Jingjia Microelectronics Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300476,胜宏科技,"Victory Giant Technology (HuiZhou)Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300496,中科创达,"Thunder Software Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300502,新易盛,"Eoptolink Technology Inc., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300529,健帆生物,"Jafron Biomedical Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300558,贝达药业,"Betta Pharmaceuticals Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300567,精测电子,"Wuhan Jingce Electronic Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300568,星源材质,"Shenzhen Senior Technology Material Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300573,兴齐眼药,"SHENYANG XINGQI PHARMACEUTICAL CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300601,康泰生物,"Shenzhen Kangtai Biological Products Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300604,长川科技,"Hangzhou Chang Chuan Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300627,华测导航,SHANGHAI HUACE NAVIGATION TECHNOLOGY LTD,深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300628,亿联网络,YEALINK NETWORK TECHNOLOGY CORPORATION LIMITED,深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300661,圣邦股份,SG Micro Corp.,深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300676,华大基因,"BGI Genomics Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300699,光威复材,"Weihai Guangwei Composites Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300724,捷佳伟创,Shenzhen S.C New Energy Technology Corporation,深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300748,金力永磁,"JL MAG RARE-EARTH CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300750,宁德时代,"Contemporary Amperex Technology Co., Limited.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300751,迈为股份,"Suzhou Maxwell Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300757,罗博特科,"RoboTechnik Intelligent Technology Co., LTD",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300759,康龙化成,"Pharmaron Beijing Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300760,迈瑞医疗,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300763,锦浪科技,"Ginlong Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300782,卓胜微,Maxscend Microelectronics Company Limited,深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300803,指南针,"Beijing Compass Technology Development Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300832,新产业,"Shenzhen New Industries Biomedical Engineering Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300866,安克创新,"Anker Innovations Technology Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300896,爱美客,"IMEIK TECHNOLOGY DEVELOPMENT CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300919,中伟股份,"CNGR Advanced Material Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,300972,万辰集团,"Fujian Wanchen Biotechnology Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,301236,软通动力,"iSoftStone Information Technology (Group) Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,301358,湖南裕能,"Hunan Yuneng New Energy Battery Material Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,302132,中航成飞,AVIC CHENGDU AIRCRAFT COMPANY LIMITED,深圳证券交易所,Shenzhen Stock Exchange
20251231,000510,中证A500,CSI A500,600000,浦发银行,Shanghai Pudong Development Bank Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600004,白云机场,Guangzhou Baiyun International Airport Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600007,中国国贸,China World Trade Center Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600008,首创环保,"Beijing Capital Eco-Environment Protection GroupCo.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600009,上海机场,Shanghai International Airport Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600010,包钢股份,Inner Mongolia Baotou Steel Union Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600011,华能国际,Huaneng Power International Inc,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600018,上港集团,Shanghai International Port (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600019,宝钢股份,Baoshan Iron &Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600026,中远海能,"COSCO SHIPPING Energy Transportation Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600028,中国石化,China Petroleum & Chemical Corporation,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600029,南方航空,China Southern Airlines Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600030,中信证券,CITIC Securities Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600031,三一重工,Sany Heavy Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600036,招商银行,China Merchants Bank Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600038,中直股份,"AVIC Helicopter Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600039,四川路桥,Sichuan Road&Bridge Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600048,保利发展,"Poly Developments and Holdings Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600050,中国联通,China United Network Communications Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600066,宇通客车,Zhengzhou Yutong Bus Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600079,ST人福,"Humanwell Healthcare (Group) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600085,同仁堂,Beijing Tongrentang Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600089,特变电工,TBEA Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600096,云天化,Yunnan Yuntianhua Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600104,上汽集团,SAIC Motor Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600111,北方稀土,"China Northern Rare Earth (Group) High-Tech Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600115,中国东航,"China Eastern Airlines Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600118,中国卫星,China Spacesat Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600141,兴发集团,Hubei Xingfa Chemicals Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600143,金发科技,Kingfa Sci&Tech Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600150,中国船舶,China CSSC Holdings Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600153,建发股份,Xiamen C&D Inc,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600157,永泰能源,"WINTIME ENERGY GROUP CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600160,巨化股份,Zhejiang Ju Hua Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600161,天坛生物,Beijing Tiantan Biological Products Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600166,福田汽车,Beiqi Foton Motor Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600170,上海建工,Shanghai Construction Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600176,中国巨石,"CHINA JUSHI CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600177,雅戈尔,Youngor Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600183,生益科技,"Shengyi Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600196,复星医药,Shanghai Fosun Pharmaceutical (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600208,衢州发展,"Quzhou Xin'an Development Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600219,南山铝业,"Shandong Nanshan Aluminium Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600233,圆通速递,"YTO Express Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600256,广汇能源,"GUANGHUI ENERGY CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600258,首旅酒店,"BTG Hotels (Group) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600276,恒瑞医药,Jiangsu Hengrui Medicine Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600309,万华化学,"Wanhua Chemical Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600312,平高电气,Henan Pinggao Electric Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600316,洪都航空,Jiangxi Hongdu Aviation Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600323,瀚蓝环境,"Grandblue Environment Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600325,华发股份,Huafa Industrial Co Ltd Zhuhai,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600332,白云山,GUANGZHOU BAIYUNSHAN PHARMACEUTICAL HOLDINGS COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600346,恒力石化,"Hengli Petrochemical Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600352,浙江龙盛,Zhejiang Longsheng Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600362,江西铜业,Jiangxi Copper Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600372,中航机载,"AVIC Airborne Systems Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600392,盛和资源,"Shenghe Resources Holding Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600398,海澜之家,"Heilan Home Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600406,国电南瑞,"NARI Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600415,小商品城,Zhejiang China Commodities City Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600418,江淮汽车,Anhui Jianghuai Automobile Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600426,华鲁恒升,Shandong Hualu-Hengsheng Chemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600436,片仔癀,Zhangzhou Pientzehuang Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600438,通威股份,Tongwei Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600460,士兰微,Hangzhou Silan Microelectronics Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600482,中国动力,"China Shipbuilding Industry Group Power Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600486,扬农化工,Jiangsu Yangnong Chemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600487,亨通光电,"Hengtong Optic-Electric Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600489,中金黄金,Zhongjin Gold Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600497,驰宏锌锗,Yunnan Chihong Zinc&Germanium Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600498,烽火通信,Fiberhome Telecommunication Technologies Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600499,科达制造,"Keda Industrial Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600511,国药股份,China National Medicines Corp Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600515,海南机场,"Hainan Airport Infrastructure Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600516,方大炭素,"Fangda Carbon New Material Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600519,贵州茅台,Kweichow Moutai Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600521,华海药业,Zhejiang Huahai Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600522,中天科技,Jiangsu Zhongtian Technologies Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600529,山东药玻,Shandong Pharmaceutical Glass Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600535,天士力,"TASLY PHARMACEUTICAL GROUP CO.,LTD",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600547,山东黄金,Shandong Gold-Mining Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600549,厦门钨业,Xiamen Tungsten Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600563,法拉电子,"Xiamen Faratronic Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600570,恒生电子,Hundsun Technologies Inc.,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600580,卧龙电驱,"Wolong Electric Group Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600584,长电科技,"JCET Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600585,海螺水泥,Anhui Conch Cement Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600588,用友网络,"Yonyou Network Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600637,东方明珠,"Shanghai Oriental Pearl Media Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600655,豫园股份,"SHANGHAI YUYUAN TOURIST MART (GROUP) CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600660,福耀玻璃,"Fuyao Glass Industry Group Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600667,太极实业,Wuxi Taiji Industrial Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600673,东阳光,"GUANGDONG HEC TECHNOLOGY HOLDING CO., LTD",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600674,川投能源,Sichuan Chuantou Energy Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600690,海尔智家,"Haier Smart Home Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600699,均胜电子,Ningbo Joyson Electronic Corp.,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600704,物产中大,Zhejiang Material Industrial Zhongda Yuantong Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600741,华域汽车,HUAYU Automotive Systems Company Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600745,闻泰科技,"Wingtech Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600754,锦江酒店,"Shanghai Jin Jiang International Hotels Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600760,中航沈飞,AVIC SHENYANG AIRCRAFT COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600763,通策医疗,TOPCHOICE MEDICAL CORPORATION,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600765,中航重机,Avic Heavy Machinery Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600795,国电电力,GD Power Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600803,新奥股份,"ENN Ecological Holdings Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600816,建元信托,"J-Yuan Trust Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600820,隧道股份,Shanghai Tunnel Engineering Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600839,四川长虹,Sichuan Changhong Electric Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600845,宝信软件,Shanghai Baosight Software Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600859,王府井,"Wangfujing Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600862,中航高科,"Avic Aviation High-Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600864,哈投股份,"Harbin Hatou Investment Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600867,通化东宝,"Tonghua Dongbao Pharmaceutical Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600879,航天电子,"China Aerospace Times Electronics Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600885,宏发股份,"Hongfa Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600886,国投电力,"SDIC Power Holdings Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600887,伊利股份,Inner Mongolia Yili Industrial Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600893,航发动力,AVIC AVIATION ENGINE CORPORATION PLC.,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600895,张江高科,Shanghai Zhangjiang Hi-tech Park Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600900,长江电力,China Yangtze Power Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600905,三峡能源,"China Three Gorges Renewables (Group) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600938,中国海油,CNOOC Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600941,中国移动,China Mobile Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600988,赤峰黄金,"Chifeng Jilong Gold Mining Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600989,宝丰能源,"Ningxia Baofeng Energy Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,600998,九州通,Jointown Pharmaceutical Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601000,唐山港,Tangshan Port Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601006,大秦铁路,Daqin Railway Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601012,隆基绿能,"Longi Green Energy Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601018,宁波港,Ningbo Port Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601021,春秋航空,"Spring Airlines Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601058,赛轮轮胎,"Sailun Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601088,中国神华,China Shenhua Energy Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601100,恒立液压,"Jiangsu Hengli Hydraulic CO., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601111,中国国航,Air China Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601117,中国化学,China National Chemical Engineering Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601127,赛力斯,"Chongqing Sokon Industry Group Stock Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601155,新城控股,"Future Land Holdings Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601166,兴业银行,Industrial Bank,上海证券交易所,Shanghai Stock Exchange
